ppnr,location,idnummer,rol,round,dec_time_s,quality,dec_s,delta,showbuyer,showseller,nosellerphoto,nobuyerphoto,ppother,idother,entry_no,id2,id2_other,age_s,risk_s,female_s,econ_s,attractiveness_s,honesty_s,intelligence_s,likability_s,neutral_s,happy_s,sad_s,angry_s,surprised_s,scared_s,disgusted_s,valence_s,ethnicity_s,caucasian_s,east_asian_s,south_asian_s,african_s,other_ethnicity_s,z_attractiveness_s,z_honesty_s,z_intelligence_s,z_likability_s,z_neutral_s,z_happy_s,z_sad_s,z_angry_s,z_surprised_s,z_scared_s,z_valence_s,dec_time_b,dec_b,age_b,risk_b,female_b,econ_b,attractiveness_b,honesty_b,intelligence_b,likability_b,neutral_b,happy_b,sad_b,angry_b,surprised_b,scared_b,disgusted_b,valence_b,ethnicity_b,caucasian_b,east_asian_b,south_asian_b,african_b,other_ethnicity_b,z_attractiveness_b,z_honesty_b,z_intelligence_b,z_likability_b,z_neutral_b,z_happy_b,z_sad_b,z_angry_b,z_surprised_b,z_scared_b,z_valence_b,_merge
11,NL,11,S,13,5.7383347,L,low price,.5,1,0,1,0,24,8,392,11NL11,11FR8,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,5.1470571,buy,19,5,1,1,4.5833335,3.8333333,4.4166665,4.1666665,.0245877,.77243298,.001703222,.00022173701,.023093911,.001944171,.0023646359,.77006829,Caucasian,1,0,0,0,0,1.257929,-.55837125,.22930951,.040801272,-1.6907026,1.6617795,-.27781782,-.35351568,-.44252759,-.25415257,1.6829416,matched (3)
5,NL,5,S,15,4.6991329,L,high price,.5,1,0,1,0,24,8,456,11NL5,11FR8,23,6,0,1,4.25,5,4.5,3.8333333,.86461627,.196738,.00063523703,.0040133959,.02096861,.00036628099,.00049881899,.1927247,Other,0,0,0,0,1,.88820463,1.150111,.37087727,-.38265181,.70882344,-.18067081,-.38425365,-.20036986,-.46019441,-.52891976,-.13484964,8.0608234,not buy,19,5,1,1,4.5833335,3.8333333,4.4166665,4.1666665,.0245877,.77243298,.001703222,.00022173701,.023093911,.001944171,.0023646359,.77006829,Caucasian,1,0,0,0,0,1.257929,-.55837125,.22930951,.040801272,-1.6907026,1.6617795,-.27781782,-.35351568,-.44252759,-.25415257,1.6829416,matched (3)
6,NL,6,S,1,51.385288,L,not sell,.5,1,0,1,0,25,9,16,11NL6,11FR9,,,,0,4.0833335,4.9166665,5.4166665,4.3333335,.1133948,.4874036,.001092152,.0058470489,.03463053,.000393736,.00085258402,.48155659,South Asian,0,0,1,0,0,.70334268,1.0280763,1.9281192,.25252825,-1.4370267,.74957341,-.33871731,-.12630826,-.34662813,-.476823,.77455002,13.988797,no offer,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
9,NL,9,S,3,44.033138,L,high price,.5,1,0,1,0,25,9,78,11NL9,11FR9,22,6,0,1,3.0833333,4.75,3.5833333,4.4166665,.0043897829,.99251431,.000013118,.000533816,.025835801,.000901127,.00440219,.98811221,Caucasian,1,0,0,0,0,-.40583017,.78400767,-1.1863651,.35839114,-1.7483975,2.3661263,-.44625431,-.34091073,-.41973534,.045905307,2.3694623,11.852308,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
3,NL,3,S,5,13.039197,L,low price,.5,1,0,1,0,25,9,141,11NL3,11FR9,18,4,1,1,5.25,5.6666665,5.0833335,5.75,.01353178,.97334301,.000258202,.00025414399,.020779179,.0040460359,.0065319831,.966811,Caucasian,1,0,0,0,0,1.9973773,2.1263862,1.3618498,2.0522041,-1.7222836,2.3047707,-.42182913,-.35220677,-.46176907,.35954666,2.3023944,5.516767,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
4,NL,4,S,7,32.589012,H,low price,.5,1,0,1,0,25,9,208,11NL4,11FR9,18,4,1,1,3.6666667,3.75,3.4166667,3.4166667,.96507561,.007502926,.0018473309,.01509013,.0113829,.0014792359,.0045851371,-.007587207,South Asian,0,0,1,0,0,.24118736,-.68040556,-1.4694998,-.91196805,.99578363,-.7862975,-.26345587,.24702153,-.53987676,.072846793,-.76554036,4.0347309,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
1,NL,1,S,9,6.4963908,L,low price,.5,1,0,1,0,25,9,257,11NL1,11FR9,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,4.7521529,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
2,NL,2,S,11,5.139914,H,high price,.5,1,0,1,0,25,9,326,11NL2,11FR9,23,5,1,1,2.8333333,4.25,5.5,3.1666667,.93690938,.1339083,.000056515,.0042257132,.28572911,.001089333,.001363562,.1296825,Caucasian,1,0,0,0,0,-.68312335,.051801067,2.0696869,-1.2295579,.91532731,-.38175058,-.44192934,-.19179432,1.7406578,-.40157449,-.33334076,4.8017149,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
14,NL,14,S,13,6.6167679,L,low price,.5,1,0,1,0,25,9,389,11NL14,11FR9,27,5,1,1,3.5,4.5833335,5.4166665,4.25,.3583141,.228201,.001195289,.00086805999,.1232026,.001759275,.00045744501,.2264418,South Asian,0,0,1,0,0,.056325171,.53993905,1.9281192,.14666477,-.73741931,-.079976849,-.32843864,-.32741058,.38963744,-.53501266,-.028689904,4.1447129,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
16,NL,16,S,15,8.3021431,L,low price,.5,1,0,1,0,25,9,460,11NL16,11FR9,18,,0,1,4.1666665,3.8333333,3.8333333,3.8333333,.51500642,.2987867,.00012425501,.001371194,.2688497,.0020900441,.000224035,.2966966,South Asian,0,0,1,0,0,.79577339,-.55837125,-.76166266,-.38265181,-.2898306,.14592513,-.43517834,-.30708888,1.6003457,-.56938553,.19251038,2.8612409,buy,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,matched (3)
27,FR,11,S,2,21.101072,L,low price,.5,1,0,1,0,1,1,41,11FR11,11NL1,19,3,0,1,3.8333333,3.5833333,5.3333335,3.9166667,.94735771,.0075436272,.0047330172,.0043513272,.13825171,.000121485,.00051786,.00281061,Caucasian,1,0,0,0,0,.42604929,-.92447454,1.7865523,-.27678829,.94517279,-.7861672,.02413287,-.18672074,.51473486,-.52611572,-.73280233,24.384192,buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
20,FR,4,S,4,20.511309,H,not sell,.5,1,0,1,0,1,1,103,11FR4,11NL1,24,2,1,1,3.3333333,4.6666665,3.4166667,3.9166667,,,,,,,,,FIT_FAILED,,,,,,-.12853701,.661973,-1.4694998,-.27678829,,,,,,,,13.147701,no offer,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
31,FR,15,S,6,10.774225,H,high price,.5,1,0,1,0,1,1,166,11FR15,11NL1,22,4,0,0,2.5833333,4.75,3.6666667,4.0833335,.41744879,.56305838,.0029277341,.00048129499,.0046530911,.000788595,.0069396212,.55611879,Caucasian,1,0,0,0,0,-.9604165,.78400767,-1.0447973,-.065061614,-.56850219,.99169844,-.15578242,-.34303209,-.59581906,.41957697,1.0093123,27.816458,not buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
17,FR,1,S,8,34.948467,L,low price,.5,1,0,1,0,1,1,237,11FR1,11NL1,19,2,1,1,3.3333333,4.0833335,3.8333333,3.5,,,,,,,,,FIT_FAILED,,,,,,-.12853701,-.19226757,-.76166266,-.80610484,,,,,,,,8.7515383,buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
32,FR,16,S,10,20.9172,H,high price,.5,1,0,1,0,1,1,298,11FR16,11NL1,19,6,1,1,3.9166667,5.0833335,4.1666665,3.9166667,.50732481,.43314689,.00056289497,.001544122,.065086462,.0028459621,.00075744599,.43030089,Caucasian,1,0,0,0,0,.51848054,1.2721456,-.19539291,-.27678829,-.31177297,.5759306,-.39146328,-.30010429,-.093459681,-.4908334,.61316925,12.319787,not buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
18,FR,2,S,12,7.1695447,L,low price,.5,1,0,1,0,1,1,354,11FR2,11NL1,20,2,0,1,3.5,5,3.9166667,4.6666665,.93777061,.063681759,.001841223,.00090103201,.058524478,.0028494489,.0024728579,.06083231,South Asian,0,0,1,0,0,.056325171,1.150111,-.62009495,.67598104,.91778737,-.60650313,-.26406458,-.32607883,-.14800692,-.23821539,-.55011851,8.2426138,buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
24,FR,8,S,14,28.532322,L,high price,.5,1,0,1,0,1,1,428,11FR8,11NL1,19,5,1,1,4.5833335,3.8333333,4.4166665,4.1666665,.0245877,.77243298,.001703222,.00022173701,.023093911,.001944171,.0023646359,.77006829,Caucasian,1,0,0,0,0,1.257929,-.55837125,.22930951,.040801272,-1.6907026,1.6617795,-.27781782,-.35351568,-.44252759,-.25415257,1.6829416,9.7256393,buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
30,FR,14,S,16,71.273026,L,high price,.5,1,0,1,0,1,1,496,11FR14,11NL1,20,6,1,1,4.25,4,4.0833335,4.6666665,.0063951262,.92524302,.0010841599,.000070030997,.073678628,.076032661,.0014545789,.84921038,Caucasian,1,0,0,0,0,.88820463,-.31430224,-.33695984,.67598104,-1.7426692,2.1508317,-.33951381,-.3596431,-.022036307,-.38817099,1.9321239,5.698925,not buy,23,3,0,1,2.0833333,4.25,5.5833335,2.6666667,.59280032,.047690138,.00089664001,.181751,.005584565,.000939672,.018330541,-.1340609,Eastern Asian,0,1,0,0,0,-1.5150028,.051801067,2.2112546,-1.8647376,-.067613788,-.6576826,-.35820213,6.9784856,-.58807606,2.0970466,-1.1637483,matched (3)
28,FR,12,S,2,13.036885,L,low price,.5,1,0,1,0,10,10,34,11FR12,11NL10,19,6,1,1,5.1666665,4.75,4.6666665,5,.84021997,.1220331,.003665467,.001842246,.01527067,.0055798749,.001526711,.1164532,Caucasian,1,0,0,0,0,1.904946,.78400767,.65401191,1.0994344,.63913584,-.41975591,-.082259633,-.28806302,-.50755918,-.37754855,-.37499377,64.753914,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
22,FR,6,S,4,67.334038,H,not sell,.5,1,0,1,0,10,10,112,11FR6,11NL10,18,3,1,1,4.5,4.3333335,4.0833335,4.1666665,.1466714,.37313879,.000208577,.001489465,.108752,.0085478099,.000489867,.364591,Caucasian,1,0,0,0,0,1.1654978,.17383574,-.33695984,.040801272,-1.3419727,.38388106,-.42677477,-.3023119,.26951513,-.53023809,.40627882,5.1914401,no offer,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
21,FR,5,S,6,22.156233,L,high price,.5,1,0,1,0,10,10,168,11FR5,11NL10,26,6,1,0,3.75,3.6666667,4.1666665,3.1666667,.93148297,.002898091,.0090754963,.0072868979,.02955701,.00034617499,.002718949,-.0061774058,South Asian,0,0,1,0,0,.33361831,-.80243987,-.19539291,-1.2295579,.89982688,-.80103475,.4569062,-.068152502,-.38880235,-.20197509,-.76110154,16.059427,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
19,FR,3,S,8,23.819614,L,low price,.5,1,0,1,0,10,10,234,11FR3,11NL10,18,3,1,1,3.5,4.1666665,3.6666667,4.1666665,.040659491,.68328989,.002428283,.00079749199,.02540379,.00077485899,.002349182,.68086171,South Asian,0,0,1,0,0,.056325171,-.070233598,-1.0447973,.040801272,-1.6447937,1.3764865,-.20555793,-.33026081,-.42332646,-.25642836,1.4020708,4.6474729,buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
29,FR,13,S,10,20.993614,H,high price,.5,1,0,1,0,10,10,300,11FR13,11NL10,20,4,0,1,3.25,4.1666665,3.9166667,3.75,.98186332,.007105039,.00059215602,.0049776221,.07493075,.0078525785,.000641566,-.00074753998,Caucasian,1,0,0,0,0,-.22096798,-.070233598,-.62009495,-.48851499,1.0437374,-.78757089,-.38854712,-.16142458,-.011627896,-.50789833,-.74400532,12.022532,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
25,FR,9,S,12,7.8210349,L,high price,.5,1,0,1,0,10,10,359,11FR9,11NL10,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,5.751688,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
23,FR,7,S,14,17.850264,H,high price,.5,1,0,1,0,10,10,427,11FR7,11NL10,20,2,0,1,4.1666665,3.4166667,5.0833335,3.5833333,.99062473,.004532516,.001572184,.002345565,.1490334,.0018329991,.002295828,.0021869501,Caucasian,1,0,0,0,0,.79577339,-1.1685432,1.3618498,-.70024168,1.0687642,-.79580396,-.2908771,-.26773387,.60435891,-.26428548,-.73476601,5.243959,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
26,FR,10,S,16,13.523824,H,high price,.5,1,0,1,0,10,10,493,11FR10,11NL10,21,4,0,0,2.25,3.1666667,3.25,3.5,.97953081,.023583559,.0050050491,.002129145,.046920002,.00080382603,.0056124362,.017971121,Caucasian,1,0,0,0,0,-1.3301406,-1.5346465,-1.7526349,-.80610484,1.0370747,-.73483312,.051243681,-.2764751,-.24447048,.22413072,-.68506885,5.7112761,not buy,22,4,1,1,4,4.4166665,4.8333335,4.1666665,.76844561,.079341844,.0083538471,.0029156141,.029101171,.00091532199,.0025463849,.070987992,Caucasian,1,0,0,0,0,.61091149,.29586971,.93714744,.040801272,.43411371,-.55638468,.38498634,-.24470948,-.39259157,-.22738752,-.51814294,matched (3)
21,FR,5,S,2,21.097736,L,low price,.5,1,0,1,0,11,11,36,11FR5,11NL11,26,6,1,0,3.75,3.6666667,4.1666665,3.1666667,.93148297,.002898091,.0090754963,.0072868979,.02955701,.00034617499,.002718949,-.0061774058,South Asian,0,0,1,0,0,.33361831,-.80243987,-.19539291,-1.2295579,.89982688,-.80103475,.4569062,-.068152502,-.38880235,-.20197509,-.76110154,15.177556,buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
19,FR,3,S,4,28.033823,H,high price,.5,1,0,1,0,11,11,106,11FR3,11NL11,18,3,1,1,3.5,4.1666665,3.6666667,4.1666665,.040659491,.68328989,.002428283,.00079749199,.02540379,.00077485899,.002349182,.68086171,South Asian,0,0,1,0,0,.056325171,-.070233598,-1.0447973,.040801272,-1.6447937,1.3764865,-.20555793,-.33026081,-.42332646,-.25642836,1.4020708,68.499702,buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
29,FR,13,S,6,60.324558,L,high price,.5,1,0,1,0,11,11,176,11FR13,11NL11,20,4,0,1,3.25,4.1666665,3.9166667,3.75,.98186332,.007105039,.00059215602,.0049776221,.07493075,.0078525785,.000641566,-.00074753998,Caucasian,1,0,0,0,0,-.22096798,-.070233598,-.62009495,-.48851499,1.0437374,-.78757089,-.38854712,-.16142458,-.011627896,-.50789833,-.74400532,15.665625,not buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
25,FR,9,S,8,7.8923421,L,high price,.5,1,0,1,0,11,11,227,11FR9,11NL11,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,6.5449538,buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
23,FR,7,S,10,34.460258,L,not sell,.5,1,0,1,0,11,11,303,11FR7,11NL11,20,2,0,1,4.1666665,3.4166667,5.0833335,3.5833333,.99062473,.004532516,.001572184,.002345565,.1490334,.0018329991,.002295828,.0021869501,Caucasian,1,0,0,0,0,.79577339,-1.1685432,1.3618498,-.70024168,1.0687642,-.79580396,-.2908771,-.26773387,.60435891,-.26428548,-.73476601,5.9171309,no offer,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
26,FR,10,S,12,12.070878,H,high price,.5,1,0,1,0,11,11,356,11FR10,11NL11,21,4,0,0,2.25,3.1666667,3.25,3.5,.97953081,.023583559,.0050050491,.002129145,.046920002,.00080382603,.0056124362,.017971121,Caucasian,1,0,0,0,0,-1.3301406,-1.5346465,-1.7526349,-.80610484,1.0370747,-.73483312,.051243681,-.2764751,-.24447048,.22413072,-.68506885,5.3371859,not buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
28,FR,12,S,14,39.351398,L,high price,.5,1,0,1,0,11,11,429,11FR12,11NL11,19,6,1,1,5.1666665,4.75,4.6666665,5,.84021997,.1220331,.003665467,.001842246,.01527067,.0055798749,.001526711,.1164532,Caucasian,1,0,0,0,0,1.904946,.78400767,.65401191,1.0994344,.63913584,-.41975591,-.082259633,-.28806302,-.50755918,-.37754855,-.37499377,7.8055019,buy,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
22,FR,6,S,16,19.11215,H,not sell,.5,1,0,1,0,11,11,494,11FR6,11NL11,18,3,1,1,4.5,4.3333335,4.0833335,4.1666665,.1466714,.37313879,.000208577,.001489465,.108752,.0085478099,.000489867,.364591,Caucasian,1,0,0,0,0,1.1654978,.17383574,-.33695984,.040801272,-1.3419727,.38388106,-.42677477,-.3023119,.26951513,-.53023809,.40627882,3.6959901,no offer,23,2,0,1,3.5833333,5.0833335,4.4166665,3.5833333,.95148611,.0049929661,.003586007,.003026343,.1553648,.0065253298,.00093235,-.0015323641,Caucasian,1,0,0,0,0,.14875613,1.2721456,.22930951,-.70024168,.95696551,-.79433036,-.090178654,-.24023712,.6569894,-.46507639,-.74647641,matched (3)
25,FR,9,S,2,14.636244,L,low price,.5,1,0,1,0,12,12,37,11FR9,11NL12,22,,1,0,2.6666667,4.25,5.3333335,2.75,.98794508,.00726644,.0054287761,.0042852191,.017864959,.00087204302,.01017078,-.002904336,Caucasian,1,0,0,0,0,-.86798525,.051801067,1.7865523,-1.7588745,1.0611099,-.78705436,.093472503,-.18939087,-.48599386,.89540958,-.75079614,16.327032,buy,26,5,0,1,2.6666667,4.5833335,4.8333335,3.5,.3428241,.15041269,.001336395,.000361157,.055714261,.0031014569,.01190363,.13850909,African,0,0,0,1,0,-.86798525,.53993905,.93714744,-.80610484,-.78166616,-.32893002,-.31437594,-.34788448,-.17136718,1.1505955,-.30554983,matched (3)
23,FR,7,S,4,32.766502,L,high price,.5,1,0,1,0,12,12,109,11FR7,11NL12,20,2,0,1,4.1666665,3.4166667,5.0833335,3.5833333,.99062473,.004532516,.001572184,.002345565,.1490334,.0018329991,.002295828,.0021869501,Caucasian,1,0,0,0,0,.79577339,-1.1685432,1.3618498,-.70024168,1.0687642,-.79580396,-.2908771,-.26773387,.60435891,-.26428548,-.73476601,9.2948208,buy,26,5,0,1,2.6666667,4.5833335,4.8333335,3.5,.3428241,.15041269,.001336395,.000361157,.055714261,.0031014569,.01190363,.13850909,African,0,0,0,1,0,-.86798525,.53993905,.93714744,-.80610484,-.78166616,-.32893002,-.31437594,-.34788448,-.17136718,1.1505955,-.30554983,matched (3)
26,FR,10,S,6,14.896329,H,high price,.5,1,0,1,0,12,12,167,11FR10,11NL12,21,4,0,0,2.25,3.1666667,3.25,3.5,.97953081,.023583559,.0050050491,.002129145,.046920002,.00080382603,.0056124362,.017971121,Caucasian,1,0,0,0,0,-1.3301406,-1.5346465,-1.7526349,-.80610484,1.0370747,-.73483312,.051243681,-.2764751,-.24447048,.22413072,-.68506885,8.2575293,buy,26,5,0,1,2.6666667,4.5833335,4.8333335,3.5,.3428241,.15041269,.001336395,.000361157,.055714261,.0031014569,.01190363,.13850909,African,0,0,0,1,0,-.86798525,.53993905,.93714744,-.80610484,-.78166616,-.32893002,-.31437594,-.34788448,-.17136718,1.1505955,-.30554983,matched (3)
